"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17019708809014","171978809014","44","4"
"G17019708809031","171978809031","65","6"
"G17019708809032","171978809032","69","7"
"G17019708809051","171978809051","77","8"
"G17019708809052","171978809052","79","8"
"G17019708810011","171978810011","53","5"
"G17019708810012","171978810012","32","3"
"G17019708810013","171978810013","26","2"
"G17019708810014","171978810014","20","2"
"G17019708810021","171978810021","32","3"
"G17019708810022","171978810022","22","2"
"G17019708810023","171978810023","31","3"
"G17019708810024","171978810024","20","2"
"G17019708810051","171978810051","25","2"
"G17019708810052","171978810052","27","2"
"G17019708810053","171978810053","23","2"
"G17019708810061","171978810061","29","2"
"G17019708810062","171978810062","36","3"
"G17019708810071","171978810071","16","1"
"G17019708810072","171978810072","26","2"
"G17019708810073","171978810073","17","1"
"G17019708810091","171978810091","28","2"
"G17019708810092","171978810092","24","2"
"G17019708810093","171978810093","31","3"
"G17019708810094","171978810094","36","3"
"G17019708810101","171978810101","30","2"
"G17019708810102","171978810102","27","2"
"G17019708810111","171978810111","24","2"
"G17019708810112","171978810112","28","2"
"G17019708810121","171978810121","27","2"
"G17019708810122","171978810122","26","2"
"G17019708811051","171978811051","29","2"
"G17019708811052","171978811052","23","2"
"G17019708811053","171978811053","19","1"
"G17019708811071","171978811071","40","4"
"G17019708811072","171978811072","40","4"
"G17019708811081","171978811081","34","3"
"G17019708811082","171978811082","38","3"
"G17019708811083","171978811083","33","3"
"G17019708811091","171978811091","29","2"
"G17019708811092","171978811092","40","4"
"G17019708811093","171978811093","21","2"
"G17019708811111","171978811111","34","3"
"G17019708811112","171978811112","31","3"
"G17019708811121","171978811121","28","2"
"G17019708811122","171978811122","25","2"
"G17019708811123","171978811123","36","3"
"G17019708811131","171978811131","28","2"
"G17019708811132","171978811132","40","4"
"G17019708811133","171978811133","20","2"
"G17019708811151","171978811151","35","3"
"G17019708811152","171978811152","31","3"
"G17019708811153","171978811153","22","2"
"G17019708811161","171978811161","22","2"
"G17019708811162","171978811162","30","2"
"G17019708812011","171978812011","82","8"
"G17019708812012","171978812012","87","9"
"G17019708812021","171978812021","60","6"
"G17019708813011","171978813011","77","8"
"G17019708813012","171978813012","82","8"
"G17019708813021","171978813021","81","8"
"G17019708814011","171978814011","89","9"
"G17019708814012","171978814012","69","7"
"G17019708814013","171978814013","74","7"
"G17019708814021","171978814021","71","7"
"G17019708814022","171978814022","68","7"
"G17019708814023","171978814023","58","6"
"G17019708815001","171978815001","69","7"
"G17019708815002","171978815002","63","6"
"G17019708815003","171978815003","60","6"
"G17019708816011","171978816011","48","4"
"G17019708816012","171978816012","56","5"
"G17019708816031","171978816031","61","6"
"G17019708816032","171978816032","79","8"
"G17019708816041","171978816041","61","6"
"G17019708816042","171978816042","83","9"
"G17019708817001","171978817001","56","5"
"G17019708817002","171978817002","58","6"
"G17019708817003","171978817003","50","5"
"G17019708818001","171978818001","73","7"
"G17019708818002","171978818002","81","8"
"G17019708818003","171978818003","73","7"
"G17019708819001","171978819001","88","9"
"G17019708819002","171978819002","88","9"
"G17019708819003","171978819003","88","9"
"G17019708819004","171978819004","88","9"
"G17019708820001","171978820001","84","9"
"G17019708820002","171978820002","GQ","GQ"
"G17019708821001","171978821001","68","7"
"G17019708821002","171978821002","84","9"
"G17019708822001","171978822001","84","9"
"G17019708822002","171978822002","83","9"
"G17019708823001","171978823001","87","9"
"G17019708823002","171978823002","83","9"
"G17019708823003","171978823003","79","8"
"G17019708824001","171978824001","88","9"
"G17019708824002","171978824002","81","8"
"G17019708825001","171978825001","88","9"
"G17019708825002","171978825002","83","9"
"G17019708826011","171978826011","64","6"
"G17019708826012","171978826012","70","7"
"G17019708826013","171978826013","71","7"
"G17019708826021","171978826021","67","7"
"G17019708826022","171978826022","77","8"
"G17019708827011","171978827011","42","4"
"G17019708827012","171978827012","62","6"
"G17019708827021","171978827021","64","6"
"G17019708827022","171978827022","83","9"
"G17019708827023","171978827023","63","6"
"G17019708828011","171978828011","71","7"
"G17019708828012","171978828012","75","8"
"G17019708828021","171978828021","78","8"
"G17019708828022","171978828022","77","8"
"G17019708828023","171978828023","GQ","GQ"
"G17019708829001","171978829001","75","8"
"G17019708829002","171978829002","77","8"
"G17019708830001","171978830001","64","6"
"G17019708830002","171978830002","74","7"
"G17019708830003","171978830003","86","9"
"G17019708831001","171978831001","82","8"
"G17019708831002","171978831002","56","5"
"G17019708831003","171978831003","87","9"
"G17019708832061","171978832061","47","4"
"G17019708832062","171978832062","53","5"
"G17019708832063","171978832063","67","7"
"G17019708832081","171978832081","54","5"
"G17019708832082","171978832082","57","6"
"G17019708832091","171978832091","48","4"
"G17019708832092","171978832092","48","4"
"G17019708832093","171978832093","48","4"
"G17019708832101","171978832101","53","5"
"G17019708832102","171978832102","50","5"
"G17019708832111","171978832111","50","5"
"G17019708832112","171978832112","51","5"
"G17019708832113","171978832113","55","5"
"G17019708832121","171978832121","27","2"
"G17019708832122","171978832122","25","2"
"G17019708832123","171978832123","27","2"
"G17019708832131","171978832131","49","5"
"G17019708832132","171978832132","27","2"
"G17019708832133","171978832133","36","3"
"G17019708832141","171978832141","36","3"
"G17019708832142","171978832142","69","7"
"G17019708832161","171978832161","32","3"
"G17019708832162","171978832162","47","4"
"G17019708832163","171978832163","39","4"
"G17019708832171","171978832171","51","5"
"G17019708832172","171978832172","54","5"
"G17019708832173","171978832173","46","4"
"G17019708832181","171978832181","40","4"
"G17019708832182","171978832182","38","3"
"G17019708832191","171978832191","43","4"
"G17019708832192","171978832192","22","2"
"G17019708833031","171978833031","29","2"
"G17019708833032","171978833032","28","2"
"G17019708833041","171978833041","37","3"
"G17019708833042","171978833042","30","2"
"G17019708833051","171978833051","40","4"
"G17019708833052","171978833052","40","4"
"G17019708833061","171978833061","35","3"
"G17019708833062","171978833062","58","6"
"G17019708833071","171978833071","55","5"
"G17019708833072","171978833072","37","3"
"G17019708834011","171978834011","67","7"
"G17019708834012","171978834012","66","7"
"G17019708834013","171978834013","68","7"
"G17019708834014","171978834014","65","6"
"G17019708834021","171978834021","35","3"
"G17019708834022","171978834022","67","7"
"G17019708835041","171978835041","18","1"
"G17019708835042","171978835042","23","2"
"G17019708835043","171978835043","72","7"
"G17019708835051","171978835051","30","2"
"G17019708835052","171978835052","22","2"
"G17019708835053","171978835053","20","2"
"G17019708835054","171978835054","16","1"
"G17019708835055","171978835055","41","4"
"G17019708835071","171978835071","22","2"
"G17019708835072","171978835072","19","1"
"G17019708835091","171978835091","39","4"
"G17019708835092","171978835092","53","5"
"G17019708835093","171978835093","27","2"
"G17019708835101","171978835101","25","2"
"G17019708835102","171978835102","33","3"
"G17019708835111","171978835111","48","4"
"G17019708835112","171978835112","35","3"
"G17019708835113","171978835113","37","3"
"G17019708835131","171978835131","34","3"
"G17019708835132","171978835132","33","3"
"G17019708835133","171978835133","30","2"
"G17019708835141","171978835141","33","3"
"G17019708835142","171978835142","25","2"
"G17019708835143","171978835143","20","2"
"G17019708835144","171978835144","21","2"
"G17019708835145","171978835145","27","2"
"G17019708835151","171978835151","14","1"
"G17019708835152","171978835152","26","2"
"G17019708835153","171978835153","30","2"
"G17019708835161","171978835161","12","1"
"G17019708835162","171978835162","25","2"
"G17019708835163","171978835163","14","1"
"G17019708835164","171978835164","15","1"
"G17019708835171","171978835171","23","2"
"G17019708835172","171978835172","46","4"
"G17019708835191","171978835191","35","3"
"G17019708835192","171978835192","32","3"
"G17019708835193","171978835193","35","3"
"G17019708835194","171978835194","35","3"
"G17019708835211","171978835211","29","2"
"G17019708835212","171978835212","26","2"
"G17019708835213","171978835213","26","2"
"G17019708835221","171978835221","27","2"
"G17019708835222","171978835222","35","3"
"G17019708835223","171978835223","28","2"
"G17019708836021","171978836021","90","9"
"G17019708836022","171978836022","52","5"
"G17019708836023","171978836023","49","5"
"G17019708836024","171978836024","38","3"
"G17019708836031","171978836031","81","8"
"G17019708836032","171978836032","52","5"
"G17019708836051","171978836051","83","9"
"G17019708836052","171978836052","89","9"
"G17019708836061","171978836061","50","5"
"G17019708836062","171978836062","66","7"
"G17019708837001","171978837001","82","8"
"G17019708837002","171978837002","87","9"
"G17019708837003","171978837003","86","9"
"G17019708838031","171978838031","91","10"
"G17019708838032","171978838032","82","8"
"G17019708838041","171978838041","81","8"
"G17019708838042","171978838042","59","6"
"G17019708838061","171978838061","37","3"
"G17019708838062","171978838062","42","4"
"G17019708838081","171978838081","48","4"
"G17019708838082","171978838082","42","4"
"G17019708838091","171978838091","94","10"
"G17019708838092","171978838092","65","6"
"G17019708838101","171978838101","52","5"
"G17019708838102","171978838102","55","5"
"G17019708838103","171978838103","52","5"
"G17019708838111","171978838111","48","4"
"G17019708838112","171978838112","69","7"
"G17019708839021","171978839021","44","4"
"G17019708839022","171978839022","50","5"
"G17019708839023","171978839023","47","4"
"G17019708839024","171978839024","49","5"
"G17019708839031","171978839031","36","3"
"G17019708839041","171978839041","42","4"
"G17019708839042","171978839042","56","5"
"G17019708839043","171978839043","56","5"
"G17019708840031","171978840031","56","5"
"G17019708840032","171978840032","57","6"
"G17019708840033","171978840033","55","5"
"G17019708840041","171978840041","65","6"
"G17019708840042","171978840042","58","6"
"G17019708840051","171978840051","38","3"
"G17019708840061","171978840061","54","5"
"G17019708840062","171978840062","65","6"
"G17019708841011","171978841011","55","5"
"G17019708841012","171978841012","49","5"
"G17019708841013","171978841013","GQ","GQ"
"G17019708841031","171978841031","39","4"
"G17019708841032","171978841032","44","4"
"G17019709800001","171979800001","PH","PH"
"G17019709801001","171979801001","GQ","GQ"
"G17019900201001","171990201001","93","10"
"G17019900201002","171990201002","92","10"
"G17019900201003","171990201003","89","9"
"G17019900201004","171990201004","92","10"
