"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"205377","G48011300180011","481130180011","73","7"
"205378","G48011300180012","481130180012","68","6"
"205379","G48011300180013","481130180013","69","6"
"205380","G48011300180014","481130180014","75","7"
"205381","G48011300180021","481130180021","68","6"
"205382","G48011300180022","481130180022","58","5"
"205383","G48011300181051","481130181051","67","6"
"205384","G48011300181052","481130181052","68","6"
"205385","G48011300181053","481130181053","70","7"
"205386","G48011300181101","481130181101","41","3"
"205387","G48011300181102","481130181102","33","2"
"205388","G48011300181103","481130181103","40","3"
"205389","G48011300181111","481130181111","61","5"
"205390","G48011300181112","481130181112","58","5"
"205391","G48011300181113","481130181113","57","5"
"205392","G48011300181201","481130181201","42","3"
"205393","G48011300181202","481130181202","47","4"
"205394","G48011300181203","481130181203","48","4"
"205395","G48011300181211","481130181211","63","6"
"205396","G48011300181212","481130181212","54","5"
"205397","G48011300181261","481130181261","60","5"
"205398","G48011300181262","481130181262","60","5"
"205399","G48011300181263","481130181263","52","4"
"205400","G48011300181264","481130181264","49","4"
"205401","G48011300181271","481130181271","66","6"
"205402","G48011300181272","481130181272","59","5"
"205403","G48011300181281","481130181281","68","6"
"205404","G48011300181282","481130181282","75","7"
"205405","G48011300181283","481130181283","61","5"
"205406","G48011300181291","481130181291","50","4"
"205407","G48011300181292","481130181292","67","6"
"205408","G48011300181293","481130181293","60","5"
"205409","G48011300181294","481130181294","61","5"
"205410","G48011300181301","481130181301","70","7"
"205411","G48011300181302","481130181302","70","7"
"205412","G48011300181303","481130181303","72","7"
"205413","G48011300181321","481130181321","45","4"
"205414","G48011300181322","481130181322","65","6"
"205415","G48011300181323","481130181323","57","5"
"205416","G48011300181331","481130181331","46","4"
"205417","G48011300181332","481130181332","44","3"
"205418","G48011300181341","481130181341","45","4"
"205419","G48011300181342","481130181342","43","3"
"205420","G48011300181351","481130181351","32","2"
"205421","G48011300181352","481130181352","50","4"
"205422","G48011300181371","481130181371","49","4"
"205423","G48011300181372","481130181372","53","4"
"205424","G48011300181373","481130181373","40","3"
"205425","G48011300181381","481130181381","52","4"
"205426","G48011300181382","481130181382","56","5"
"205427","G48011300181383","481130181383","50","4"
"205428","G48011300181401","481130181401","44","3"
"205429","G48011300181402","481130181402","42","3"
"205430","G48011300181403","481130181403","36","3"
"205431","G48011300181411","481130181411","81","8"
"205432","G48011300181412","481130181412","81","8"
"205433","G48011300181413","481130181413","83","8"
"205434","G48011300181421","481130181421","42","3"
"205435","G48011300181422","481130181422","51","4"
"205436","G48011300181431","481130181431","20","1"
"205437","G48011300181432","481130181432","26","2"
"205438","G48011300181441","481130181441","25","2"
"205439","G48011300181442","481130181442","26","2"
"205440","G48011300181451","481130181451","34","2"
"205441","G48011300181452","481130181452","31","2"
"205442","G48011300181461","481130181461","28","2"
"205443","G48011300181462","481130181462","28","2"
"205444","G48011300181471","481130181471","41","3"
"205445","G48011300181472","481130181472","37","3"
"205446","G48011300181481","481130181481","55","5"
"205447","G48011300181482","481130181482","48","4"
"205448","G48011300181483","481130181483","50","4"
"205449","G48011300181491","481130181491","31","2"
"205450","G48011300181492","481130181492","29","2"
"205451","G48011300181501","481130181501","44","3"
"205452","G48011300181502","481130181502","44","3"
"205453","G48011300181511","481130181511","47","4"
"205454","G48011300181512","481130181512","40","3"
"205455","G48011300181521","481130181521","56","5"
"205456","G48011300181522","481130181522","51","4"
"205457","G48011300181523","481130181523","54","5"
"205458","G48011300181531","481130181531","44","3"
"205459","G48011300181532","481130181532","43","3"
"205460","G48011300181533","481130181533","39","3"
"205461","G48011300181541","481130181541","60","5"
"205462","G48011300181542","481130181542","31","2"
"205463","G48011300181551","481130181551","34","2"
"205464","G48011300181552","481130181552","20","1"
"205465","G48011300181561","481130181561","51","4"
"205466","G48011300181562","481130181562","33","2"
"205467","G48011300181571","481130181571","34","2"
"205468","G48011300181572","481130181572","41","3"
"205469","G48011300181581","481130181581","62","6"
"205470","G48011300181582","481130181582","22","1"
"205471","G48011300181591","481130181591","18","1"
"205472","G48011300181592","481130181592","11","1"
"205473","G48011300182031","481130182031","66","6"
"205474","G48011300182032","481130182032","53","4"
"205475","G48011300182033","481130182033","48","4"
"205476","G48011300182034","481130182034","57","5"
"205477","G48011300182041","481130182041","75","7"
"205478","G48011300182042","481130182042","75","7"
"205479","G48011300182043","481130182043","75","7"
"205480","G48011300182051","481130182051","77","7"
"205481","G48011300182052","481130182052","63","6"
"205482","G48011300182061","481130182061","78","8"
"205483","G48011300182062","481130182062","75","7"
"205484","G48011300182063","481130182063","78","8"
"205485","G48011300183001","481130183001","52","4"
"205486","G48011300183002","481130183002","75","7"
"205487","G48011300183003","481130183003","81","8"
"205488","G48011300183004","481130183004","56","5"
"205489","G48011300184011","481130184011","52","4"
"205490","G48011300184012","481130184012","60","5"
"205491","G48011300184013","481130184013","59","5"
"205492","G48011300184021","481130184021","51","4"
"205493","G48011300184022","481130184022","48","4"
"205494","G48011300184031","481130184031","57","5"
"205495","G48011300185011","481130185011","62","6"
"205496","G48011300185012","481130185012","71","7"
"205497","G48011300185051","481130185051","59","5"
"205498","G48011300185052","481130185052","59","5"
"205499","G48011300185053","481130185053","59","5"
"205500","G48011300185061","481130185061","59","5"
"205501","G48011300185062","481130185062","59","5"
"205502","G48011300185063","481130185063","59","5"
"205503","G48011300185071","481130185071","59","5"
"205504","G48011300185072","481130185072","59","5"
"205505","G48011300185073","481130185073","59","5"
"205506","G48011300185081","481130185081","88","9"
"205507","G48011300186001","481130186001","59","5"
"205508","G48011300186002","481130186002","57","5"
"205509","G48011300186003","481130186003","57","5"
"205510","G48011300187001","481130187001","76","7"
"205511","G48011300187002","481130187002","70","7"
"205512","G48011300187003","481130187003","68","6"
"205513","G48011300188011","481130188011","63","6"
"205514","G48011300188012","481130188012","66","6"
"205515","G48011300188013","481130188013","66","6"
"205516","G48011300188021","481130188021","70","7"
"205517","G48011300189001","481130189001","64","6"
"205518","G48011300189002","481130189002","43","3"
"205519","G48011300189003","481130189003","70","7"
"205520","G48011300189004","481130189004","61","5"
"205521","G48011300190131","481130190131","59","5"
"205522","G48011300190132","481130190132","59","5"
"205523","G48011300190161","481130190161","59","5"
"205524","G48011300190162","481130190162","60","5"
"205525","G48011300190163","481130190163","60","5"
"205526","G48011300190181","481130190181","40","3"
"205527","G48011300190182","481130190182","40","3"
"205528","G48011300190183","481130190183","40","3"
"205529","G48011300190184","481130190184","40","3"
"205530","G48011300190191","481130190191","56","5"
"205531","G48011300190192","481130190192","46","4"
"205532","G48011300190193","481130190193","47","4"
"205533","G48011300190194","481130190194","59","5"
"205534","G48011300190201","481130190201","35","3"
"205535","G48011300190202","481130190202","40","3"
"205536","G48011300190203","481130190203","46","4"
"205537","G48011300190231","481130190231","37","3"
"205538","G48011300190232","481130190232","31","2"
"205539","G48011300190233","481130190233","35","3"
"205540","G48011300190234","481130190234","36","3"
"205541","G48011300190241","481130190241","36","3"
"205542","G48011300190242","481130190242","42","3"
"205543","G48011300190251","481130190251","42","3"
"205544","G48011300190252","481130190252","43","3"
"205545","G48011300190253","481130190253","45","4"
"205546","G48011300190261","481130190261","51","4"
"205547","G48011300190262","481130190262","54","5"
"205548","G48011300190263","481130190263","61","5"
"205549","G48011300190264","481130190264","48","4"
"205550","G48011300190271","481130190271","51","4"
"205551","G48011300190272","481130190272","51","4"
"205552","G48011300190273","481130190273","52","4"
"205553","G48011300190274","481130190274","54","5"
"205554","G48011300190281","481130190281","44","3"
"205555","G48011300190282","481130190282","53","4"
"205556","G48011300190291","481130190291","53","4"
"205557","G48011300190292","481130190292","59","5"
"205558","G48011300190293","481130190293","60","5"
"205559","G48011300190311","481130190311","22","1"
"205560","G48011300190312","481130190312","24","2"
"205561","G48011300190313","481130190313","47","4"
"205562","G48011300190314","481130190314","41","3"
"205563","G48011300190321","481130190321","68","6"
"205564","G48011300190322","481130190322","62","6"
"205565","G48011300190331","481130190331","74","7"
"205566","G48011300190332","481130190332","61","5"
"205567","G48011300190341","481130190341","40","3"
"205568","G48011300190342","481130190342","PH","PH"
"205569","G48011300190343","481130190343","72","7"
"205570","G48011300190351","481130190351","46","4"
"205571","G48011300190352","481130190352","46","4"
"205572","G48011300190353","481130190353","46","4"
"205573","G48011300190361","481130190361","34","2"
"205574","G48011300190362","481130190362","23","2"
"205575","G48011300190371","481130190371","35","3"
"205576","G48011300190372","481130190372","41","3"
"205577","G48011300190373","481130190373","38","3"
"205578","G48011300190391","481130190391","32","2"
"205579","G48011300190392","481130190392","42","3"
"205580","G48011300190393","481130190393","49","4"
"205581","G48011300190401","481130190401","36","3"
"205582","G48011300190402","481130190402","36","3"
"205583","G48011300190403","481130190403","36","3"
"205584","G48011300190404","481130190404","36","3"
"205585","G48011300190405","481130190405","PH","PH"
"205586","G48011300190406","481130190406","36","3"
"205587","G48011300190411","481130190411","36","3"
"205588","G48011300190412","481130190412","29","2"
"205589","G48011300190421","481130190421","33","2"
"205590","G48011300190422","481130190422","35","3"
"205591","G48011300190423","481130190423","42","3"
"205592","G48011300190424","481130190424","41","3"
"205593","G48011300190425","481130190425","40","3"
"205594","G48011300190426","481130190426","41","3"
"205595","G48011300190441","481130190441","61","5"
"205596","G48011300190442","481130190442","62","6"
